sentence,packed_sentence,entities
那台灣比它早出發的是不是要說成紅眼了,那(Dk)　台灣(Nc)　比(P)　它(Nh)　早(D)　出發(VA)　的(DE)　是(SHI)　不(D)　是(SHI)　要(D)　說成(VG)　紅眼(VH)　了(T),"[{'word': '台灣', 'ner': 'GPE'}]"
哩程票搶先所有系統上架開放兌換了,哩程票(Na)　搶先(VA)　所有(Neqa)　系統(Na)　上架(VB)　開放(VC)　兌換(VC)　了(Di),[]
應該可以驗證哥不是拿薪水的是真愛粉絲,應該(D)　可以(D)　驗證(VE)　哥(Na)　不(D)　是(SHI)　拿(VC)　薪水(Na)　的(DE)　是(SHI)　真愛(Na)　粉絲(Na),[]
整天喊羽田的就是來亂的堆級航點都還在排隊哪輪得到台中,整(Neqa)　天(Nf)　喊(VG)　羽田(Nb)　的(DE)　就(Cbb)　是(SHI)　來(D)　亂(VH)　的(DE)　堆(Na)　級(Na)　航點(Na)　都(D)　還(D)　在(P)　排隊(VA)　哪(Nep)　輪(VL)　得(VJ)　到(VCL)　台中(Nc),"[{'word': '整天', 'ner': 'DATE'}, {'word': '羽田', 'ner': 'GPE'}, {'word': '台中', 'ner': 'GPE'}]"
你可以發個新聞文讓真黑粉們起討論幾個月,你(Nh)　可以(D)　發(VD)　個(Di)　新聞文(Na)　讓(VL)　真(D)　黑粉(VH)　們(Na)　起(Ng)　討論(VE)　幾(Neu)　個(Nf)　月(Na),"[{'word': '幾個月', 'ner': 'DATE'}]"
還是你也可以去組自救會,還是(D)　你(Nh)　也(D)　可以(D)　去(D)　組(VC)　自救會(Na),[]
針對議題討論好像很難還是老人的素質就這樣,針對(P)　議題(Na)　討論(VE)　好像(D)　很(Dfa)　難(VH)　還是(Caa)　老人(Na)　的(DE)　素質(Na)　就(D)　這樣(VH),[]
我們捐多少給我們羽田有什麼毛病,我們(Nh)　捐(VD)　多少(Neqa)　給(VD)　我們(Nh)　羽田(Nb)　有(V_2)　什麼(Nep)　毛病(Na),[]
大受歡迎的航線,大(VH)　受(P)　歡迎(VJ)　的(DE)　航線(Na),[]
有機會成為台中出發最賺錢的航線,有(V_2)　機會(Na)　成為(VG)　台中(Nc)　出發(VA)　最(Dfa)　賺錢(VA)　的(DE)　航線(Na),"[{'word': '台中', 'ner': 'GPE'}]"
中午飛,中午(Nd)　飛(VA),"[{'word': '中午', 'ner': 'TIME'}]"
第天就廢了,第(Neu)　天(Nf)　就(D)　廢(VC)　了(Di),"[{'word': '第天', 'ner': 'DATE'}]"
最後天還要拉行李跑行程,最後(Dfa)　天(Nc)　還(D)　要(D)　拉(VC)　行李(Na)　跑(VA)　行程(Na),[]
早去午回對台中很友善了如果像之前還要去桃機那又是另段折騰,早(D)　去(VCL)　午(Nd)　回(VCL)　對(P)　台中(Nc)　很(Dfa)　友善(VH)　了(T)　如果(Cbb)　像(P)　之前(Nd)　還要(D)　去(VCL)　桃機(Nc)　那(Nep)　又(D)　是(SHI)　另(Nes)　段(Nf)　折騰(VC),"[{'word': '台中', 'ner': 'GPE'}, {'word': '桃機', 'ner': 'GPE'}]"
回程其實到台灣晚上點多了嚴格上算早去晚回晚餐基本上是吃飛機餐剛好,回程(Na)　其實(D)　到(VCL)　台灣(Nc)　晚上(Nd)　點(VC)　多(VH)　了(Di)　嚴格(VH)　上(Ng)　算(VG)　早去晚回(D)　晚餐(Na)　基本(Na)　上(Ncd)　是(SHI)　吃(VC)　飛機餐(Na)　剛好(Da),"[{'word': '台灣', 'ner': 'GPE'}, {'word': '晚上點', 'ner': 'TIME'}]"
時間帶真的很優,時間帶(Na)　真的(D)　很(Dfa)　優(VH),[]
長期發展台中是正確的期待滑行道擴建可以滑廣體,長期(Na)　發展(VC)　台中(Nc)　是(SHI)　正確(VH)　的(DE)　期待(VK)　滑行道(Na)　擴建(VC)　可以(D)　滑廣(VA)　體(Na),"[{'word': '台中', 'ner': 'GPE'}]"
時間點已經不錯了,時間點(Na)　已經(D)　不錯(VH)　了(T),[]
只可惜沒有週日回程,只(Da)　可惜(VH)　沒有(VJ)　週日(Nd)　回程(Na),"[{'word': '週日', 'ner': 'DATE'}]"
沒辦法不請假六日兩天快閃,沒辦法(VI)　不(D)　請假(VA)　六(Nd)　日(Nf)　兩(Neu)　天(Nf)　快(VH)　閃(VC),[]
是我眼花嗎,是(SHI)　我(Nh)　眼花(VH)　嗎(T),[]
十點半進去哩程換星宇來回哩但剛剛再進去找已經都要起跳,十點半(Nd)　進去(VA)　哩程(Na)　換(VC)　星宇(Na)　來回(VCL)　哩(Nf)　但(Cbb)　剛剛(D)　再(D)　進去(VA)　找(VC)　已經(D)　都(D)　要(D)　起跳(VA),"[{'word': '十點半', 'ner': 'TIME'}, {'word': '換星宇', 'ner': 'PERSON'}]"
又跟啥關係啊,又(D)　跟(P)　啥(Nep)　關係(Na)　啊(T),[]
這樣很不錯欸,這樣(VH)　很(Dfa)　不錯(VH)　欸(I),[]
借分享台中版謝謝,借(VD)　分享(VJ)　台中版(Na)　謝謝(VJ),[]
這時間不錯啊,這(Nep)　時間(Na)　不錯(VH)　啊(T),[]
能不要我也不想搭早於的飛機,能(D)　不要(D)　我(Nh)　也(D)　不(D)　想(VE)　搭(VC)　早(D)　於(P)　的(DE)　飛機(Na),[]
台灣太幸福了有星宇可以搭,台灣(Nc)　太(Dfa)　幸福(VH)　了(Di)　有(V_2)　星宇(Na)　可以(D)　搭(VC),"[{'word': '台灣', 'ner': 'GPE'}]"
沒有五和日航班實在可惜,沒有(VJ)　五(Neu)　和(Caa)　日(Nc)　航班(Na)　實在(D)　可惜(VH),[]
票價絕對盤子價,票價(Na)　絕對(VH)　盤子(Na)　價(Na),[]
這班開了就會考驗貴賓室了台中貴賓室很小成田是會有出差客市場的,這(Nep)　班(Nc)　開(VC)　了(Di)　就(D)　會(D)　考驗(VC)　貴賓室(Nc)　了(T)　台中(Nc)　貴賓室(Nc)　很(Dfa)　小(VH)　成田(Nb)　是(SHI)　會(D)　有(V_2)　出差客(Na)　市場(Nc)　的(DE),"[{'word': '台中貴賓室', 'ner': 'FAC'}, {'word': '成田', 'ner': 'GPE'}]"
以前華信飛單程票價是其實丟架在台中外坪,以前(Nd)　華信(Nb)　飛(VA)　單程(Na)　票價(Na)　是(SHI)　其實(D)　丟架(VC)　在(P)　台中(Nc)　外坪(Nc),"[{'word': '華信', 'ner': 'ORG'}]"
用接駁上機應該有搞頭,用(P)　接駁(VC)　上機(VA)　應該(D)　有(V_2)　搞頭(Na),[]
航廈沒進入陽西區前行李轉盤和貴賓室和航廈大廳都無解,航廈(Na)　沒(D)　進入(VCL)　陽西區(Nc)　前(Ncd)　行李(Na)　轉盤(Na)　和(Caa)　貴賓室(Nc)　和(Caa)　航廈(Na)　大廳(Nc)　都(D)　無解(VH),"[{'word': '陽西區', 'ner': 'LOC'}]"
應該還好航班時間都錯開商務艙定夠主要是高卡目前航班不多貴賓室有空位都會開放進去原本官網是說高級會員以抵用券代替,應該(D)　還好(D)　航班(Na)　時間(Na)　都(D)　錯開(VC)　商務艙(Na)　定(VC)　夠(VH)　主要(A)　是(SHI)　高卡(Na)　目前(Nd)　航班(Na)　不(D)　多(VH)　貴賓室(Nc)　有(V_2)　空位(Na)　都(D)　會(D)　開放(VA)　進去(VA)　原本(D)　官網(Na)　是(SHI)　說(VE)　高級(VH)　會員(Na)　以(P)　抵用券(Na)　代替(VC),[]
請問有人里程兌換成功嗎我的情況我想改班從桃園成田改台中成田顯示失敗要聯絡客服,請問(VE)　有(V_2)　人(Na)　里程(Na)　兌換(VC)　成功(VH)　嗎(T)　我(Nh)　的(DE)　情況(Na)　我(Nh)　想(VE)　改班(VB)　從(P)　桃園(Nc)　成田(Nc)　改(VC)　台中(Nc)　成田(VH)　顯示(VK)　失敗(VH)　要(D)　聯絡(VC)　客服(Na),"[{'word': '桃園', 'ner': 'GPE'}, {'word': '台中', 'ner': 'GPE'}]"
寬體機是比較舒服沒錯啦,寬體機(Na)　是(SHI)　比較(Dfa)　舒服(VH)　沒(D)　錯(VH)　啦(T),[]
但台中還有不少增班的空間,但(Cbb)　台中(Nc)　還(D)　有(V_2)　不少(Neqa)　增班(VJ)　的(DE)　空間(Na),"[{'word': '台中', 'ner': 'GPE'}]"
我會更偏好他加班,我(Nh)　會(D)　更(D)　偏好(VJ)　他(Nh)　加班(VA),[]
而不是有了寬體機結果用不了空橋,而(Cbb)　不(D)　是(SHI)　有(V_2)　了(Di)　寬體機(Na)　結果(Na)　用不了(VC)　空橋(Na),[]
還得搭接駁車增加延誤風險,還(D)　得(D)　搭(VC)　接駁車(Na)　增加(VHC)　延誤(VHC)　風險(Na),[]
請問虎航台中成田停飛是因為載客率不佳嗎,請問(VE)　虎航(Nb)　台中(Nc)　成田(Nc)　停飛(VA)　是(SHI)　因為(Cbb)　載客率(Na)　不佳(VH)　嗎(T),"[{'word': '虎航', 'ner': 'ORG'}, {'word': '台中', 'ner': 'GPE'}, {'word': '成田', 'ner': 'GPE'}]"
星宇可以在成田開貴賓室了嗎,星宇(Nb)　可以(D)　在(P)　成田(Nc)　開(VC)　貴賓室(Nc)　了(T)　嗎(T),"[{'word': '星宇', 'ner': 'PERSON'}, {'word': '成田', 'ner': 'GPE'}]"
成田二航廈還有空間嗎,成田(Nc)　二(Neu)　航廈(Na)　還(D)　有(V_2)　空間(Na)　嗎(T),"[{'word': '成田二航廈', 'ner': 'FAC'}]"
直接借的方便啦樓上的,直接(VH)　借(VD)　的(DE)　方便(VH)　啦(T)　樓上(Nc)　的(DE),[]
聯絡客服直接,聯絡(VC)　客服(Na)　直接(VH),[]
虎航台中成田好像是日本那邊申請的問題,虎航(Nb)　台中(Nc)　成田(Nc)　好像(D)　是(SHI)　日本(Nc)　那邊(Ncd)　申請(VF)　的(DE)　問題(Na),"[{'word': '虎航', 'ner': 'ORG'}, {'word': '台中', 'ner': 'GPE'}, {'word': '成田', 'ner': 'GPE'}, {'word': '日本', 'ner': 'GPE'}]"
虎航台中成田載客率沒記錯也是破,虎航(Nb)　台中(Nc)　成田(Nc)　載客率(Na)　沒(D)　記錯(VJ)　也(D)　是(SHI)　破(VHC),"[{'word': '台中', 'ner': 'GPE'}]"
虎航台中成田去年的總載客率是,虎航(Nb)　台中(Nc)　成田(Nc)　去年(Nd)　的(DE)　總載客率(Na)　是(SHI),"[{'word': '虎航', 'ner': 'ORG'}, {'word': '台中', 'ner': 'GPE'}, {'word': '成田', 'ner': 'GPE'}, {'word': '去年', 'ner': 'DATE'}]"
大哥代售的票價是,大哥(Na)　代售(VC)　的(DE)　票價(Na)　是(SHI),[]
不過點不進去,不過(Cbb)　點(Na)　不(D)　進去(VC),[]
官方帳號宣布了,官方(Na)　帳號(Na)　宣布(VE)　了(Di),[]
樓上的圖怪怪的早上是飛峴港才是東京真點進去買到才要擔心系統錯誤了,樓上(Nc)　的(DE)　圖(Na)　怪怪(VH)　的(DE)　早上(Nd)　是(SHI)　飛(VA)　峴港(Nc)　才(Da)　是(SHI)　東京(Nc)　真(D)　點進去(D)　買到(VC)　才(Da)　要(D)　擔心(VK)　系統(Na)　錯誤(VH)　了(Di),"[{'word': '早上', 'ner': 'TIME'}, {'word': '峴港', 'ner': 'GPE'}, {'word': '東京', 'ner': 'GPE'}]"
果然厲害時間非常優秀,果然(D)　厲害(VH)　時間(Na)　非常(Dfa)　優秀(VH),[]
先坐等價格出來,先(D)　坐(VA)　等(Cab)　價格(Na)　出來(VA),[]
如果太貴還是寧願跑桃園飛,如果(Cbb)　太(Dfa)　貴(VH)　還是(D)　寧願(VK)　跑(VA)　桃園(Nc)　飛(VA),"[{'word': '桃園', 'ner': 'GPE'}]"
價格定貴啊,價格(Na)　定(D)　貴(VH)　啊(T),[]
又沒串飛別的航點,又(D)　沒(D)　串(VC)　飛(VA)　別的(Neqa)　航點(Na),[]
官網開賣了,官網(Na)　開賣(VC)　了(Di),[]
來回多,來回(VCL)　多(Neqa),[]
才多,才(Da)　多(VH),[]
便宜,便宜(VH),[]
無條件進位還不錯,無條件(D)　進位(VA)　還(D)　不錯(VH),[]
桃園飛,桃園(Nc)　飛(VA),"[{'word': '桃園', 'ner': 'GPE'}]"
你們先,你們(Nh)　先(D),[]
聽說熊本釜山要齊發了,聽說(VE)　熊本(Nc)　釜山(Nc)　要(D)　齊(VH)　發(VD)　了(Di),"[{'word': '熊本釜山', 'ner': 'GPE'}]"
台北明年堆航班要放大機型台中很像會去好幾架應該有需求狂敲碗的航點都會飛好飛滿東京賣得好如果地勤搞定應該會繼續增班只是差在不知道哪個航點先開,台北(Nc)　明年(Nd)　堆(VC)　航班(Na)　要(D)　放大(VC)　機型(Na)　台中(Nc)　很(Dfa)　像(VG)　會(D)　去(VCL)　好幾(Neu)　架(Nf)　應該(D)　有(V_2)　需求(Na)　狂(VH)　敲(VC)　碗(Na)　的(DE)　航點(Na)　都(D)　會(D)　飛(VA)　好(VH)　飛(VCL)　滿(Neqa)　東京(Nc)　賣(VC)　得(DE)　好(VH)　如果(Cbb)　地勤(Na)　搞定(VC)　應該(D)　會(D)　繼續(VF)　增班(VJ)　只是(D)　差(VH)　在(P)　不(D)　知道(VK)　哪(Nep)　個(Nf)　航點(Na)　先(D)　開(VC),"[{'word': '台北', 'ner': 'GPE'}, {'word': '明年', 'ner': 'DATE'}, {'word': '台中', 'ner': 'GPE'}, {'word': '東京', 'ner': 'GPE'}]"
台中跟高雄都小機場,台中(Nc)　跟(Caa)　高雄(Nc)　都(D)　小(VH)　機場(Nc),"[{'word': '台中', 'ner': 'GPE'}, {'word': '高雄', 'ner': 'GPE'}]"
無法停廣體機啦,無法(D)　停(VHC)　廣體機(Na)　啦(T),[]
新聞來源日期,新聞(Na)　來源(Na)　日期(Na),[]
新聞標題,新聞(Na)　標題(Na),[]
星宇航空台中直飛峴港,星宇(Nb)　航空(Na)　台中(Nc)　直飛(VCL)　峴港(Nc),"[{'word': '星宇航空', 'ner': 'ORG'}, {'word': '台中', 'ner': 'GPE'}, {'word': '峴港', 'ner': 'GPE'}]"
蔡其昌年月底開航現已開賣,蔡其昌(Nb)　年(Nd)　月底(Nd)　開航(VA)　現已(D)　開賣(VC),"[{'word': '蔡其昌', 'ner': 'PERSON'}, {'word': '年月底', 'ner': 'DATE'}]"
內文,內文(Na),[]
星宇航空台中直飛航班再增航點,星宇(Nb)　航空(Na)　台中(Nc)　直飛(Nv)　航班(Na)　再(D)　增(VJ)　航點(Na),"[{'word': '星宇航空', 'ner': 'ORG'}, {'word': '台中', 'ner': 'GPE'}]"
民進黨立委蔡其昌日表示,民進黨(Nb)　立委(Na)　蔡其昌(Nb)　日(Nd)　表示(VE),"[{'word': '民進黨', 'ner': 'ORG'}, {'word': '蔡其昌', 'ner': 'PERSON'}]"
已經收到星宇航空確認,已經(D)　收到(VC)　星宇(Nb)　航空(Na)　確認(VE),[]
未來將會開航台中直飛越南峴港航班,未來(Nd)　將(D)　會(D)　開航(VA)　台中(Nc)　直飛(VCL)　越南(Nc)　峴港(Nc)　航班(Na),"[{'word': '台中', 'ner': 'GPE'}, {'word': '越南', 'ner': 'GPE'}, {'word': '峴港', 'ner': 'GPE'}]"
於年月日上午開航,於(P)　年(Nd)　月(Na)　日(Na)　上午(Nd)　開航(VA),"[{'word': '年月日上午', 'ner': 'TIME'}]"
於日開始售票,於(P)　日(Nd)　開始(VL)　售票(VD),[]
越南峴港為星宇航空台中直飛的第七個航點,越南(Nc)　峴港(Nc)　為(VG)　星宇(Nb)　航空(Na)　台中(Nc)　直飛(VCL)　的(DE)　第七(Neu)　個(Nf)　航點(Na),"[{'word': '越南', 'ner': 'GPE'}, {'word': '峴港', 'ner': 'GPE'}, {'word': '第七', 'ner': 'ORDINAL'}]"
目前包括澳門沖繩越南富,目前(Nd)　包括(VK)　澳門(Nc)　沖繩(Nc)　越南(Nc)　富(Nc),"[{'word': '澳門', 'ner': 'GPE'}, {'word': '沖繩', 'ner': 'GPE'}, {'word': '越南', 'ner': 'GPE'}]"
國島宮古島高松神戶以及即將開航的越南峴港,國島(Nc)　宮古島(Nc)　高松(VH)　神戶(Nc)　以及(Caa)　即將(D)　開航(VA)　的(DE)　越南(Nc)　峴港(Nc),"[{'word': '宮古島', 'ner': 'LOC'}, {'word': '高松神戶', 'ner': 'PERSON'}, {'word': '越南', 'ner': 'GPE'}, {'word': '峴港', 'ner': 'FAC'}]"
根據星宇航空網站資訊,根據(P)　星宇(Nb)　航空(Na)　網站(Nc)　資訊(Na),[]
台中飛峴港會由執飛,台中(Nc)　飛(VA)　峴港(Nc)　會(D)　由(P)　執飛(VC),"[{'word': '台中', 'ner': 'GPE'}, {'word': '峴港', 'ner': 'GPE'}]"
時間預計在每周二五日早,時間(Na)　預計(VE)　在(P)　每(Nes)　周(Nd)　二五日(Nd)　早(D),"[{'word': '每周二五日早', 'ner': 'TIME'}]"
上點分,上點分(Nes),"[{'word': '上點分', 'ner': 'TIME'}]"
事實上,事實(Na)　上(Ng),[]
早在年星宇航空插旗台中之後,早(D)　在(P)　年(Nb)　星宇(Nb)　航空(Na)　插旗(VA)　台中(Nc)　之後(Ng),"[{'word': '星宇航空', 'ner': 'ORG'}, {'word': '台中', 'ner': 'GPE'}]"
就有飛越南峴港的飛行計畫,就(D)　有(V_2)　飛越(VA)　南(Nc)　峴港(Nc)　的(DE)　飛行(VA)　計畫(Na),"[{'word': '南峴港', 'ner': 'GPE'}]"
於年月正,於(P)　年(Na)　月(Na)　正(D),"[{'word': '年月正', 'ner': 'DATE'}]"
式首航,式(Na)　首航(Na),[]
不過在該年月就暫停了冬季班表,不過(Cbb)　在(P)　該(Nes)　年(Nf)　月(Na)　就(D)　暫停(VHC)　了(Di)　冬季(Nd)　班表(Na),"[{'word': '該年月', 'ner': 'DATE'}]"
原本預計年月要重啟,原本(D)　預計(VE)　年(Nd)　月(Na)　要(D)　重啟(VC),"[{'word': '年月', 'ner': 'DATE'}]"
如今,如今(Nd),[]
蔡其昌在,蔡其昌(Nb)　在(P),"[{'word': '蔡其昌', 'ner': 'PERSON'}]"
社群網站上透露,社群(Na)　網站(Nc)　上(Ncd)　透露(VE),[]
將會於年月底開航,將(D)　會(D)　於(P)　年(Nd)　月(Nd)　底(Ng)　開航(VA),"[{'word': '年月底', 'ner': 'DATE'}]"
蔡其昌還提到,蔡其昌(Nb)　還(D)　提到(VE),"[{'word': '蔡其昌', 'ner': 'PERSON'}]"
台中直飛東京成田航線,台中(Nc)　直飛(VCL)　東京(Nc)　成田(Nc)　航線(Na),"[{'word': '台中', 'ner': 'GPE'}, {'word': '東京', 'ner': 'GPE'}]"
雖然我方已準備就緒,雖然(Cbb)　我方(Na)　已(D)　準備(VC)　就緒(VH),[]
但在日方量能等問題上,但(Cbb)　在(P)　日方(Na)　量能(Na)　等(Cab)　問題(Na)　上(Ng),"[{'word': '日方', 'ner': 'GPE'}]"
仍差臨門腳,仍(D)　差(VH)　臨門腳(Na),[]
他說,他(Nh)　說(VE),[]
已要求交通部協助與協調,已(D)　要求(VF)　交通部(Nc)　協助(VC)　與(Caa)　協調(VC),"[{'word': '交通部', 'ner': 'ORG'}]"
在最短時間內確保航線能夠順利開航,在(P)　最(Dfa)　短(VH)　時間(Na)　內(Ng)　確保(VE)　航線(Na)　能夠(D)　順利(VH)　開航(VA),[]
原文連結,原文(Na)　連結(VC),[]
之前就飛過了,之前(Nd)　就(D)　飛過(VCL)　了(Di),[]
這算復航吧,這(Nep)　算(VG)　復航(VA)　吧(T),[]
現在還缺北海道日本的幾個地方台中都可以飛了,現在(Nd)　還(D)　缺(VJ)　北海道(Nc)　日本(Nc)　的(DE)　幾(Neu)　個(Nf)　地方(Na)　台中(Nc)　都(D)　可以(D)　飛(VA)　了(Di),"[{'word': '北海道', 'ner': 'GPE'}, {'word': '日本', 'ner': 'GPE'}, {'word': '台中', 'ner': 'GPE'}]"
接著曼谷仁川東京馬尼拉可以嗎,接著(D)　曼谷(Nc)　仁川(Nc)　東京(Nc)　馬尼拉(Nc)　可以(VH)　嗎(T),"[{'word': '曼谷', 'ner': 'GPE'}, {'word': '仁川東京馬尼拉', 'ner': 'GPE'}]"
如果有清邁釜山更好,如果(Cbb)　有(V_2)　清邁(Nc)　釜山(Nc)　更(Dfa)　好(VH),"[{'word': '清邁', 'ner': 'GPE'}, {'word': '釜山', 'ner': 'GPE'}]"
清邁有包機,清邁(Nc)　有(V_2)　包機(Na),"[{'word': '清邁', 'ner': 'GPE'}]"
想請教已經在星宇線上報到後,想(VE)　請教(VE)　已經(D)　在(P)　星宇(Nc)　線上(Nc)　報到(VA)　後(Ng),[]
系統發送的是否就是,系統(Na)　發送(VD)　的(DE)　是否(D)　就(D)　是(SHI),[]
不是喔,不(D)　是(SHI)　喔(T),[]
不是這樣喔之前搭線上報到完是會收到跟你說的不樣,不(D)　是(SHI)　這樣(VH)　喔(T)　之前(Ng)　搭(VC)　線上(Nc)　報到完(VA)　是(SHI)　會(D)　收到(VC)　跟(P)　你(Nh)　說(VE)　的(DE)　不樣(D),[]
會顯示登機證給你,會(D)　顯示(VK)　登機證(Na)　給(VD)　你(Nh),[]
這只是行程單就你有買票而已,這(Nep)　只(Da)　是(SHI)　行程單(Na)　就(D)　你(Nh)　有(D)　買(VC)　票(Na)　而已(T),[]
不是這個吧時間快到了會有扣那個才是,不(D)　是(SHI)　這(Nep)　個(Nf)　吧(T)　時間(Na)　快(D)　到(VCL)　了(Di)　會(D)　有(V_2)　扣(VC)　那(Nep)　個(Nf)　才(Da)　是(SHI),[]
原文恕刪,原文(Na)　恕(VL)　刪(VC),[]
傳蘇黎世布拉格釜山峇里島,傳(VD)　蘇黎世(Nc)　布拉格(Nc)　釜山(Nc)　峇里島(Nc),"[{'word': '蘇黎世布拉格', 'ner': 'GPE'}, {'word': '釜山峇里島', 'ner': 'GPE'}]"
星宇航空昨天日舉辦法說會,星宇(Nb)　航空(Na)　昨天(Nd)　日(Nd)　舉辦(VC)　法說會(Na),"[{'word': '星宇航空', 'ner': 'ORG'}, {'word': '昨天日', 'ner': 'DATE'}]"
說明明年下半年將插旗歐洲,說明(VE)　明年(Nd)　下(Nes)　半(Neqa)　年(Nf)　將(D)　插旗(VA)　歐洲(Nc),"[{'word': '明年', 'ner': 'DATE'}, {'word': '下半年', 'ner': 'DATE'}, {'word': '歐洲', 'ner': 'LOC'}]"
口氣開闢個新航線,口氣(Na)　開闢(VC)　個(Nf)　新(VH)　航線(Na),[]
據指出,據(P)　指出(VE),[]
明年預計有個新增航點,明年(Nd)　預計(VE)　有(V_2)　個(Nf)　新增(Nv)　航點(Na),"[{'word': '明年', 'ner': 'DATE'}]"
分別是瑞士蘇黎世捷克布拉格韓國釜山印尼峇里,分別(D)　是(SHI)　瑞士(Nc)　蘇黎世(Nc)　捷克(Nc)　布拉格(Nc)　韓國(Nc)　釜山(Nc)　印尼(Nc)　峇里(Nb),"[{'word': '瑞士', 'ner': 'GPE'}, {'word': '蘇黎世', 'ner': 'GPE'}, {'word': '捷克布拉格', 'ner': 'GPE'}, {'word': '韓國釜山', 'ner': 'GPE'}, {'word': '印尼峇里', 'ner': 'GPE'}]"
居然有瑞士嗎,居然(D)　有(V_2)　瑞士(Nc)　嗎(T),"[{'word': '瑞士', 'ner': 'GPE'}]"
瑞士滿精品的,瑞士(Nc)　滿(Dfa)　精品(Na)　的(DE),"[{'word': '瑞士', 'ner': 'GPE'}]"
不錯,不錯(VH),[]
猛釜山短短年供給爆量所有人都跳進來飛釜山,猛(VH)　釜山(Nc)　短短(VH)　年(Na)　供給(VD)　爆量(VH)　所有人(Na)　都(D)　跳進來(VCL)　飛(VA)　釜山(Nc),"[{'word': '猛釜山', 'ner': 'GPE'}, {'word': '釜山', 'ner': 'GPE'}]"
現在是,現在(Nd)　是(SHI),[]
理論上以含金量來看米蘭布拉格蘇黎世赫爾辛基米蘭要看有分配到,理論(Na)　上(Ng)　以(P)　含金量(Na)　來(D)　看(VC)　米蘭(Nc)　布拉格(Nc)　蘇黎世(Nc)　赫爾辛基(Nc)　米蘭(Nc)　要(D)　看(VE)　有(D)　分配到(VC),"[{'word': '米蘭', 'ner': 'GPE'}, {'word': '布拉格蘇黎世赫爾辛基米蘭', 'ner': 'GPE'}]"
